file	paragraph	line_start	line_end	char_count	score	snippet
007.台大（1954-1959·19到24岁）.txt	17	33	33	576	3	我虽然也勾引过别的女生，但灵则灵矣，乏肉可陈，那个时代女生少，思想也不开放，我这种不去教堂、不会跳舞的死硬派，其实要找个理想的女朋友并非易事。“红颜知己”上的苦恼，使我大学念得很不快。我毕业后，1960年2月12日，在部队里收到萧启庆的信，有这样一段：“日前与姚老谈，他认为在我们班上，在各方面，您都是最成熟的一人。又说您不轻易写东西，而写出来的东西一定‘很像...
007.台大（1954-1959·19到24岁）.txt	18	35	35	820	6	我在1959年6月18日毕业，8月2日南下台中，这天上火车时，到台北车站来送行的有周弘、景新汉、马宏祥、白绍康、华昌平、李华竣、陈又亮、陈鼓应、祝庭生、张克斌、袁祝泰、朱广诚、黄锡昌、施启扬、佟耀勋、阙至正、孙英善、林淑美、杨祖燕、杨世彭、袁天中、萧启庆、王尚义、陈良榘、王曾才、李耀祖等26人。我在台北的五年大学风光，就此告一段落。交游之广，由此送行名单中可...
007.台大（1954-1959·19到24岁）.txt	19	37	37	531	7	在台大时期，除了结识同学外，前辈人物结识了胡适。我跟胡适的关系与胡适的学生——我爸爸完全无关。我在北京小学就知道胡适的大名，在初中时，从陈正澄那儿借到《胡适文选》，从此才深受他的影响。1952年10月1日，我在台中车站递了一封两千字的长信给他，那时我才17岁。1954年，陈世熙在台大办《这一代》杂志，拉我写稿，我就写了《从读〈胡适文存〉说起》。文章写好，他们...
007.台大（1954-1959·19到24岁）.txt	20	39	39	1181	4	雷震虽然办《自由中国》，但是这杂志真正的灵魂人物是殷海光。殷海光是台大哲学系教授，我的文章发表后，张灏跑来找我说：“殷海光看了你的文章，想见见你。”张灏在历史系比我高两班，我认为他才气很弱，他是殷海光吸收及门第子的前期人物，同殷海光关系不错，但他除了翻译外，写不出任何东西登《自由中国》，始终是个喜K洋书的蛋头而已。殷海光责备胡适喜欢以人情的原因揄扬别人的学问...
007.台大（1954-1959·19到24岁）.txt	21	41	41	435	4	约会订在下午，在殷海光家里，我如约前往。开门的是殷海光，他给我的印象可真糟：又瘦又小的身材、又蹭又蹬的跛脚、粗糙的双手、杂灰的头发、风霜的脸、两只对称不佳的小眼睛，从三角眼皮下不友善地瞪着你。他的头与四肢，联合得很生硬，他紧闭嘴唇，作顾盼自雄状。真是作状，因为他的造型，实在极少雄的条件，但他硬要诚于中形于外，结果好像他外在的瘦小，快被他内在的伟大绷裂了似的，...
007.台大（1954-1959·19到24岁）.txt	22	43	43	740	3	我不知道殷海光对我第一印象是怎样的，大概也不会好，我想我对他一定还以颜色了，因为两人谈得极不投机。我逼问他一个问题：“骂国民党是对的，国民党真的该骂。我要请问的是：你过去为国民党主持过宣传，你是国民党员，你怎么解释这一点？”殷海光被我突如其来的问题弄愣了，他很不高兴，显然不愿面对这个问题，他很窘，好像怪我知道得未免太多，他拖了很久才说：“我已经忘了我做过国民...
007.台大（1954-1959·19到24岁）.txt	23	45	45	568	4	我同殷海光的第一次谈话，就在并不投机的情形下做一结束。我对他印象奇劣，虽然我喜欢他那光芒四射的文章，可是对他这个人，我却十分倒胃，倒胃得甚至不想选他的课。所以，大二的逻辑我没有选。此后我都和他并无来往，我在1958年6月15日日记里写道：“国实无人，如胡适之老是卖老货，殷海光也老是那一套，即可受欢迎，但他们又何其狭窄。”在第二年1月6日写道：“夜读逻辑，决定...
008.军队（1959-1961·24到26岁）.txt	6	11	11	153	5	队中第4号是台大中文系的孙玉华，他是队中国民党的大员，离我最近，负责暗中打我的小报告，我以玩世之态对之。有一次写诗给他，内容是：“见了二娘呼婶婶，见了悟空喊大爷，退役以后饿不死，衡阳街口擦皮鞋。”退伍时得知，他在小报告上，并没写我的坏话，也没写别的同学坏话，这种东北人孙玉华的忠厚，是南方人国民党所不及的。
008.军队（1959-1961·24到26岁）.txt	7	13	13	127	3	入伍训练的活动不全是武的，也有文的，例如讲演比赛等等。讲演比赛，当然我讲得最好，但是内容思想有问题一箩筐，当然没上名。陈汉卿说同学们要给我第一名，可是指导员于建业却扬言要禁我的足。郑清茂告诉我，队长刘勤跟他们党员说：“李敖当然说得对呀，可是这是军队呀！”
008.军队（1959-1961·24到26岁）.txt	8	15	15	164	3	虽在军队，我仍展示出我又守原则、又粗犷、又狡猾的一面，我曾声言：“大丈夫要能软能硬、软中带硬、软硬兼施、能屈能伸、粗中有细，方能在军中混。而这种特质，正好就是鸡巴的特质。”为了加深这一特质，并为了展示入伍训练带给我的好身体，以及我对人袒裎相见的祢衡式坦白，洗澡时，我特别让孙玉华为我照了一张全身正面裸照。我还特别题诗一首，诗云：
008.军队（1959-1961·24到26岁）.txt	13	25	25	322	5	军中编制学共产党，在队长以外，设专查思想的指导员，也就是政工人员。指导员于建业是山东即墨人，脸黑即如墨，为人有趣而阴险，常在和我嘻嘻哈哈中较劲。有一次专题讨论会，大家要写有关“五大信念”的心得，他跑过来半真半假的对我说：“人家都说你不是好人！”过会儿又来看我写的东西，叫我一一讲给他听，他一一反对：“这些话，根本都不能说！”“你对社会专挑毛病，跟马克思一样！”...
008.军队（1959-1961·24到26岁）.txt	14	27	27	413	7	在半年受训期间，国民党千方百计，拉同学入党，最后，使出撒手锏，说不入党的会被分发到金门前线，而那时的金门是823炮战的极危险地带。在这种撒手锏的威胁利诱下，仅有的少数非党员同学，也大都入党了，可是我不为所动。指导员对我说：“李敖你不怕去金门？”我说：“我不怕。”他说：“你很优秀，我们国民党没拉到你，很可惜。”我说：“你们拉到一个贪生怕死、为了怕去金门而入党的...
008.军队（1959-1961·24到26岁）.txt	15	29	29	169	4	1960年3月3日，我从步校出发下部队。上车前指导员把一牛皮纸袋交给带队同学，其中是我们思想考核资料，要这位同学转往新单位。在路上，我们很技巧地偷拆了这口袋，在我的资料卡片上，赫然有十字评语：“思想游移，媚外思想甚重。”——指导员跟我周旋半年，最后以此十字为谥，政工人员之可怕，由此可见！而我在半路后，得窥他们如何害人，想来也不无奇趣也！
008.军队（1959-1961·24到26岁）.txt	17	33	33	219	8	我下部队，一直派在17师49团。一到即派往四二炮连做副排长。不久又自四二炮连调到团部连做搜索排排长。去“搜索集训队”报到。有个老兵叫曹梓华，永远是笑嘻嘻的。他告诉我一个故事：“我们有一次被共匪俘虏，女匪干热烈招待，劝我们留下来一起打国民党，我们不肯。她们就放我们回来，临走让我们大吃大喝，还送路费。最后说：‘你们回去后，国民党还是会把你们抓来当兵的。下次在战场...
008.军队（1959-1961·24到26岁）.txt	18	35	35	577	5	我后来又调到第四连做兵器排排长。我曾戏描连中“官长部”如下：一、连长——想做生意。二、副连长——想升官。三、指导员——想结婚。四、干事——想洗鸳鸯澡。五、第一排排长——想说相声。六、第二排排长——想打炮（搞妓女）。七、第三排排长——想弹子房小老太婆。八、兵器排排长——想退伍。九、行政官——想八仙山盗林。“官长部”以外，“士兵部”更是形形色色。年轻的阿兵哥多来...
008.军队（1959-1961·24到26岁）.txt	19	37	37	296	4	当时军中硬性规定：自大陆随军来台的战士即所谓老兵，不准退伍，也形同不准结婚，整个连中，只有一个人有钱讨老婆，就是伙夫班长。因为伙房油水最多，可以揩油致“富”也。有的老兵拼命想成家，蓄意“买”个残障女人、高年寡妇或山地姑娘。有人真的“买”到了，那是靠他们多年累积的储蓄和不可思议的财源。有一次一位老兵摊出他的储蓄——一捆捆钞票——在数，数完一捆，朝床上一丢，说：...
008.军队（1959-1961·24到26岁）.txt	20	39	39	813	6	伍不能退、婚难以结，性欲问题，就靠“军中乐园”。“军中乐园”就是军中妓院，也就是营妓。营妓在中外历史上虽然间或出现，但像国民党这样三民主义统一妓院了的，却是古今所无。国民党在大陆溃败之时，裹胁几十万中国壮丁，这些壮丁在战场上幸未成为炮灰，却倒霉的在台湾、澎湖、金门、马祖等岛，成了国民党祸国殃民的筹码。国民党扣住这些人，说要反攻反攻反攻大陆去，不准退伍，他们白...
008.军队（1959-1961·24到26岁）.txt	21	41	41	82	4	老兵告诉我：1951年，宜兰东南员山附近的下深沟“军中乐园”开办时，阿兵哥们都怯于公然上门，结果入场券要存在指导员手里，要去的人，偷偷找指导员索票，后来才蔚为风气。
008.军队（1959-1961·24到26岁）.txt	22	43	43	110	7	“军中乐园”在上班时间生意较淡，有当街拉客的。有一次连长路过，一个妓女从旁窜出，抓走他的帽子就往里跑，他追进去，该妓女把他冲到床上，在他身上一阵功夫，最后讲评说：“连长，你看，你的鸡巴硬了，打一炮吧！”连长就只好打一炮。
008.军队（1959-1961·24到26岁）.txt	23	45	45	261	7	“军中乐园”引起的性病问题很严重。17师中流传一个笑话，老长官尹俊（后来做到警备司令，蒋介石归天之夜，正陪姨太太睡觉，蒋经国临时找不到他，从此被黜），一天晚上私行查哨，正好碰到一个哨兵在“打手铳”（手淫），被抓到后，哨兵吓得半死。尹俊说，明天开朝会时我叫你名字，你就给我站出来。第二天开朝会，尹俊喊哨兵名字，哨兵硬着头皮，应声而出，以为必受严罚。不期尹俊当众颁...
008.军队（1959-1961·24到26岁）.txt	24	47	47	105	4	“军中乐园”虽然要求阿兵哥要带卫生套，但是很少有人愿意。有一次，蒋经国（当时身份是国防部总政治部主任）问一个得了性病的老兵：“你为什么不戴保险套？”老兵夷然答曰：“报告蒋主任，你穿袜子洗脚吗？”蒋经国闻之语塞。
008.军队（1959-1961·24到26岁）.txt	25	49	49	241	9	男色问题也有所闻，“捅屁股”（鸡奸）一词且成日常用语。有一次下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“捅你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你捅不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女...
008.军队（1959-1961·24到26岁）.txt	27	53	53	285	4	张永亭个子不高，但横着长，很魁梧厚实、孔武有力，会摔跤，全连没有他的对手。一摔跤，你就发现他只有20多岁；但一看他的脸，你就肯定他有5、60岁。他的脸，皱纹又多又杂乱，可谓满面风霜，但是黝黑得毫不匀称，深一块浅一块，非常难看。我问他为什么这么难看，他说本来好看，有一次连中枪毙一个可疑的老百姓，那老百姓怪怪的，很邪门儿，五花大绑后，老是回头看他这刽子手。他很忌...
008.军队（1959-1961·24到26岁）.txt	31	61	61	234	7	张永亭是老兵，阅战已多，自然受过伤。但有趣的是，他的伤，都在背上，后腿上，全身正面却没有。原来他逢战必逃、走为上计，所以虽有受伤的光荣，无奈全在背后，因此我常常笑他。有一次他连赢三次摔跤，我以他为本排增光，买双喜烟重重赏他。他那天真开心，当众大谈从军史，最后向阿兵哥们指着我说：“头一次上战场没有不害怕的，我们的排长，你们平时看他张牙舞爪不可一世，可是他若上战...
008.军队（1959-1961·24到26岁）.txt	32	63	63	1307	16	一般说来，预备军官在部队，学问有余、经验不足，我给它的素描是：“白白的、傻傻的，一副近视眼镜，经常总是遮在低戴的帽沿底下，背有点儿驼，走起路来大摇大摆，谈吐之间总是脱不掉他在大学时代的那种书袋气，站在队伍前面，慌手慌脚，喊口令像踩了鸡脖子，一点没有叱咤风云的味儿。”正因为预备军官给人的印象如此，所以老士官未尝不作弄这种上级，甚至在崇拜、嫉妒与歆羡中，有自卑的...
008.军队（1959-1961·24到26岁）.txt	33	65	65	210	5	有一次大家聊天，谈到“反攻大陆”。张永亭半开玩笑说：“反攻大陆后第一件事，就是回到老家，掘掉自己的祖坟——祖坟风水不好，害得我一辈子倒了大霉。”我反问了一句：“如果回不去呢？”他说：“回不去吗？那我退伍后，老得不能动了以后，我就脱掉裤子，跳河自杀——自杀前我会向我妈说：‘妈，我光着屁股来，现在光着屁股回去了！’”我听了这话，想起《旧约·约伯记》“我赤身出于母...
008.军队（1959-1961·24到26岁）.txt	34	67	67	198	3	我退伍前不久，在去高雄的车上，碰到张永亭和他的女朋友，吓了我一跳！那女人长得黑胖结实、粗眉大眼，还有胡子，比魁梧厚实的张永亭至少还重一倍以上，煞是吓人，天下竟有如此女人也！第二天我跟张永亭说：“你好容易赢了几个钱，为什么不逛逛窑子？何必还跟有夫之妇乱扯，又多花钱，又划不来。”他答道：“我没钱时，她跟我来，不要钱；现在有钱了，就不理人家，怎么好意思？”——这就...
008.军队（1959-1961·24到26岁）.txt	35	69	69	270	4	由于我和他较亲，他与我最熟，所以我日记中，就留下了这些记录：1960年8月14日：“张永亭夜来央我帮其赎手表（求我向行政官说项，准其借钱），并说此后一定不赌了。我说：‘羊忘不了吃草，狗改不了吃屎。’你能不赌么？他妈的不要再啰唆，这个忙不帮，这二十元拿去，算我送你的，拿去明天吃杯老酒，在河边打自己几个嘴巴子，死了这颗心吧！（后来他走了，还连说明天再找我来赎表。...
008.军队（1959-1961·24到26岁）.txt	36	71	71	85	3	我在部队，对张永亭不但熟得可以佯骂之，并可逼他为我做事。张永亭有次向我抱怨说：“我当兵这么久，没给人擦过枪，现在给你擦了好几次枪了。”可是抱怨是说着玩的，他还得照擦不误。
008.军队（1959-1961·24到26岁）.txt	37	73	73	333	4	最难忘的是在连中第一次长行军，两天走92里，从高雄县的仁武，直走到台南县的那拔林。第一天由5点20分走起，走到午间，大家都走累了，我这书生，比起他们来，当然更累。突然张永亭走过来，端着由民家讨来的一盆热洗脚水，要我洗脚，老兵徐菊生（后来在金门被跳雷炸死）在水中放了些盐，两人的行为，使我深为感动。那时我刚派到连上不过十三天，就能带兵带得如此成功，连长都看得赞美...
008.军队（1959-1961·24到26岁）.txt	38	75	75	219	3	1961年2月6日我在澎湖退伍。头天晚上，大家为我做惜别之宴，排副亮出兄弟们合资送我的钢笔。散席后张永亭等惜我之去，难过溢于言表，我与他们谈到夜深。第二天清早，官兵集体送我上车，张永亭随车送我到码头。我得知张永亭昨晚只有十元了，为了要送我，特地去赌，可是一下子就输了五块，再也不敢继续赌了，乃最后赏了他十元。同时退伍的施珂（河北人）也送了他十元。头天晚上台湾阿...
008.军队（1959-1961·24到26岁）.txt	39	77	77	341	4	一年半前，带着失望的心情我走出大学，进入军队；一年半后，带着解脱的心情我退伍归来，重返文明。回首前尘，深感军队生活更凝固了我的思想与悍气，因为不是国民党党员，我在野战部队中吃过一般预备军官不太容易吃到的苦，可是我很坚强。一年半从戎投笔的生涯在我的生命里掺进新的酵素，它使我在突然间远离了学院、远离了书卷。远离了跟民间脱节的一群。在军队生活里，我接触到中国民间质...
009.山居（1961-1962·26到27岁）.txt	2	3	3	285	6	在快退伍时候，我不得不留意退伍后何去何从，我本想去母校台中一中谋一教职，但因人际关系不够，连中学老师都做不成。正在发愁之际，1960年12月11日，我收到萧启庆的信，说：“姚老昨和我谈挽您出任他助理的事，他要我告诉您，正式的名义是‘国家讲座研究助理’。每月可支一千元，外无配给，他想借重您，不知您是否愿意。”我回信说：“前几天曾返中谋教席，铩羽而归，若走投无路...
009.山居（1961-1962·26到27岁）.txt	3	5	5	367	3	1961年2月6日早上，我结束军队生涯，自澎湖搭军舰回高雄，旋即抵台中。15日北上，暂住温州街73号台大第一宿舍第四室，决心要找一间小房，做为一个人能够清静的所在。这么多年来，我从没机会一个人有一间房，此番北上，一定要达成这一心愿。两天后，我租到新生南路3段60巷1号的陋巷小屋，只四个榻榻米大，矮得双手不能向上举，我订名为“四席小屋”。隔壁住着李善培，我们合...
009.山居（1961-1962·26到27岁）.txt	5	9	9	137	3	“四席小屋”开门就是陋巷，出巷即是台大。台大那时正是春暖花开的季节，我走回来，大有物是人非之感。过去的老朋友，老情人都已高飞远飏。晚上从姚从吾老师的研究室走出来，整个的文学院大楼一片漆黑，我想到我的身世和抱负，忍不住要叹一口气。有时候，陈宝琛那两句诗就从我嘴边冒出来，正是：
009.山居（1961-1962·26到27岁）.txt	8	15	15	122	3	那时助理薪水迟迟没能发下，我北上时候，妈妈送我200元、三姐送我一张火车票，此外全靠借钱维生，窘迫不堪。那时施珂在成功中学教国文，他说国文老师们懒得改作文簿，愿以一本一元的代价，由外面承包，如愿意，他可搭线，我当然愿意。在日记里，我有这样一段：
009.山居（1961-1962·26到27岁）.txt	10	19	19	101	4	作文题目是《我的理想》，一个小混球（初三甲邱廷光）写道：“有些人的理想很大，但是不能去实行，也就和没有理想一样。我的理想并不大，就是能够把中国复兴起来。……”我在上面批道：“此理想也不小”善培见而大笑。
009.山居（1961-1962·26到27岁）.txt	11	21	21	205	4	有一天，只有一张吃一顿的饭票了，我拿在手里，送给李善培，我假装说我吃过了，害得自己饿了一顿。人穷到这种程度，只好赶写文章发表，靠稿费救急。于是，从3月到4月，我写出《充员官》《独身者的独白》《爱情的刽子手》《中国小姐论》等文章，分别发表在《中华日报》《联合报》《人间世》杂志等，聊辟财源。那时刘凤翰在《幼狮学报》发表文章，稿费甚优，他说可以介绍我去投稿，我拒绝...
009.山居（1961-1962·26到27岁）.txt	12	23	23	121	5	我不但努力写作，也努力进修，忽然发神经，要把法文、德文同时学出个名堂。乃加入补习班，每周一三五学法文、二四六学德文。过了一阵子，有人问施珂：“李敖到底是法文好还是德文好？”施珂说：“那要看你是星期几问他。”最后，哪一种都不好，全都难乎为继了。
009.山居（1961-1962·26到27岁）.txt	13	25	25	329	4	“四席小屋”虽好，但是每晚有老鼠在天花板上奔驰，未免美中不足；白天又因地处要津，每天客人不断，最多时候一天有十四个客人，附近环境又太吵。老太婆、少奶奶、小孩子一大堆。我虽在陋巷，但自己却先“不堪其扰”起来。熬了四个月，决定下乡。选来选去，在新店选到了一间小房，背山面水，每月200元，于是我装满了一卡车的书，在6月15日搬到新家。新家是新店狮头路17号，我订名...
009.山居（1961-1962·26到27岁）.txt	20	39	39	159	3	下午研究所报名毕，将上车，鲍家麟等五个丫头忽莫名其妙地邀我，说请我吃冰，七嘴八舌，述我的“影子”，诸如平光眼镜、军中放言、帽中女人、信骂“莎岗”、遮日记给人看……不可胜数，我纵言反击之，极得豪迈之乐，我以凤梨酥、坏蛋论、狗眼看人低等论揄之，了无所忌，又言偷看老姚日记等事，使小鲍家麟以手帕遮小口大笑多次，真是开心。……
009.山居（1961-1962·26到27岁）.txt	23	45	45	540	5	报载留学生“学成”归国啦、王其允献唱拉，以及马戈之“叛变”啦，华俊之欲飞啦，她们说侨生们之追莫宜春啦。《联合报》又退我稿子啦……似乎每件事都可以引起我的一点小感想，想到头来，所感者只是一种，就是不管别人怎样变化，不管别人怎样看我，我都不介意、不沮丧，我李敖就是我李敖，我讨厌市侩之浮名，我讨厌被动，讨厌走这些青年男女所走的路，“命运”注定我要走我的路，而山居独...
009.山居（1961-1962·26到27岁）.txt	30	59	59	178	3	留学考放榜，引起我许多感触，我觉得在默察人生上面更向前迈了一步，好像我走的路，愈来愈跟他们隔得远了。我的思想现在显然是相当出世的，出世得觉得“许多事是盲动，许多话不值得说”，因此我显然选择了喜欢独处与不爱多说的路，我打不起劲儿去热衷人事，我毕竟是反派的人物，我不再能肯定世俗的荣耀与腾达，一个走到我这种境界的人，不会再有寂寞的感觉，我不怕孤独，我不怕孤立。
009.山居（1961-1962·26到27岁）.txt	31	61	61	191	3	想到死亡与牢狱，常常想到死亡与牢狱，我为什么不去做我喜欢做的呢？我该笑“尘网”，在“尘网”中漏下来的没出息的“被遗弃的人”，我就是一个。我突然发现我是一个不折不扣的犬儒派，除了不在木桶里面外，我实在找不出我走的方向与Diogenes有什么不同，这是一条多好玩的路，一条永远可恃永远清净的路，做点有性灵的事，说点精炼过的话，写几篇真正属于李敖自己的文章，无牵无挂...
009.山居（1961-1962·26到27岁）.txt	42	83	83	285	3	新店山居给了我许多退伍以来的新经历，比如我终于接近了大自然（那时碧潭还没被污染）、比如我终于睡上了木板床（在“四席小屋”睡的是行军床）、比如我终于考上了研究所（两年前为了回避“罗”考研究所，我没报名）。……新店山居虽有很多新经历，但是一个老经历还是没有解决，就是穷困。在给姚从吾老师做国家长期发展科学委员会助理的时候，因为该会成立不久，一切还没有完全上轨道，所...
009.山居（1961-1962·26到27岁）.txt	43	85	85	238	3	我们做助理的人与研究讲座教授和领甲乙种补助的先生们不同，他们有教授、讲师的本薪，补助的钱对他们是“安定费”，是本薪以外的“补”与“助”，可是我们“助理级”的就不同了，早几天或晚几天发薪对我们所生的影响是不能跟他们比的，每月唯一的一千元，它是我们的本薪，它迟迟不发，对“专任”两个字是一种讽刺，并且使我个人不好意思再向姚先生借钱，使我三条裤子进了当铺，最后还不得...
009.山居（1961-1962·26到27岁）.txt	46	91	91	100	3	自从收到你7月4日的长信和那一大盒卡片之后，我总想写信请你来南港玩玩，看看我的一些稿件，从吾先生说：“等他考过研究所再找他吧。”后来我见报上你考取了研究所的消息，那时我又忙起来了，至今还没有约你来玩。
009.山居（1961-1962·26到27岁）.txt	54	107	107	219	4	我在10月10日回信给胡适，表示我对他的感谢。信中细述了“李敖先生”的一些身世，其中包括我跟严侨的关系，和在严侨被捕后、死去后，我如何受到胡适自由主义的影响，因而在思想上得到新的境界。这封信写得很长、有五千字，写得很动人。我听说胡适收到信后，深受感动。他拿给几个人看，其中真巧，在10月28日叶明勋、华严夫妇去南港看他的时候，他把信又拿出来，因而从这对夫妇口中...
009.山居（1961-1962·26到27岁）.txt	62	123	123	380	6	严侨没死，太好了，透过华严，我得到严侨的地址，当天下午我就决定去看看他。看他的感想，我有一封信给胡适，提到重见严侨，说：“七年隔世，他真老了，脸上的皱纹、头上的白发、口中的酒气，没有任何一点能证明那是42岁的壮年！”这都是实情。严侨那时住在新生北路的陋巷里，住的是一幢老旧日式平房，我走进玄关的时候，他喊我名字，跑过来，抱住我，流出了眼泪。一切都有了改变，除了...
009.山居（1961-1962·26到27岁）.txt	63	125	125	273	8	严侨回忆他被捕后，十分担心我也会出事。他判断我写给他的信一定同时被搜走了，那封信不满现实、攻击国民党，也许会带给我麻烦。严侨说他前后坐牢，一去五年，他认为他是托严复之孙等原因之福，总算判得比别人轻。当时我也这样想。后来我入狱前后，听说承办严侨案子的是调查局专员史与为，史与为承办过无数“匪谍案”，但他自己最后却被国民党当成“匪谍”，判过三次死刑，最后处死。临死...
009.山居（1961-1962·26到27岁）.txt	64	127	127	144	4	严侨那天又告诉我，他被捕后，严师母北上投亲所遭遇的人间冷暖。辜振甫他们简直是把家门关了起来，对严师母和三个小孩概不援之以手。严师母无法，为了全家活命，只好把老大老二送到孤儿院，把老三寄养给人，（也无异托“孤”！）自己跑去做下女——并且是给外国人做下女，中国人是不敢请“匪谍之妻”做下女的！
009.山居（1961-1962·26到27岁）.txt	65	129	129	1229	7	胡适给我报告严侨的信，由姚从吾老师代转，乃因他们是师生关系，而姚从吾老师正好跟我也是师生关系。1958年，胡适来台，主动安排我和胡适见面的，就是姚从吾老师。历史系老师虽多，但跟我关系最深的，不是别的老师，而是他。姚从吾老师做过北大历史系主任、河南大学校长。他拙于口才，讲话时先是张开奇厚的嘴唇，下颚乱动，满口乱牙翻滚，然后发音，我心想物理学上光比声快，此之谓也...
009.山居（1961-1962·26到27岁）.txt	67	133	133	204	3	多少次，在太阳下山的时候，我坐在姚从吾先生的身边，望着他那脸上的皱纹与稀疏的白发，看着他编织成功的白首校书的图画，我忍不住油然而生的敬意，也忍不住油然而生的茫然。在一位辛勤努力的身教面前，我似乎不该不跟他走那纯学院的道路，但是每当我在天黑时锁上研究室，望着他那迟缓的背影在黑暗里消失，我竟忍不住要问我自己：“也许有更适合我做的事，‘白首下书帷’的事业对我还太早...
009.山居（1961-1962·26到27岁）.txt	69	137	137	496	6	《老年人和棒子》登出的时间是1961年11月1日，那是《文星》第49期。我终于把自己投进急湍里去了。没投阁先投水，这是自己作弄命运。这一转向，固然是我性格上不甘于“白首下书帷”，另一个原因，也是我困于生计使然。原来助理薪水三月一发，又不准兼差，寅支卯粮，也得支得到粮才成，可是从何支起？何况我在夏天又考上研究所，按任用助理的规定，助理是专任，研究生不能做，所以...
009.山居（1961-1962·26到27岁）.txt	76	151	151	152	4	我想起《东轩笔录》中的那个故事。范仲淹奇怪那个孙秀才为什么年轻有为却“汲汲于道路”，当他知道孙秀才志在“日得百钱，则甘旨足矣”的时候，他决定做此人“日可得三千”，为了使其人能“安于为学”。十五年后听到孙秀才变成一代大儒孙明复了，他忍不住感慨说：“贫之为累大矣，倘索米至老，则才如明复，犹将汩没而不见也！”
009.山居（1961-1962·26到27岁）.txt	77	153	153	176	3	也许我真该后悔我念这个研究所，每月四百元公费。能专心研究什么？如果为生活不得已去“汲汲于道路”，把青春的兴趣浪费在穿衣吃饭上，那倒不如干脆去近史所或国史馆来得好！（我不觉得我不够资格，至少“成绩单”不如我的同班同学都在那里受着“高酬”。）因为那些地方至少把我的学力、兴趣与谋生打成一片，学问即在饭碗中，饭碗即在学问中，不必靠偷改作文或乱写稿子来赚外快。
009.山居（1961-1962·26到27岁）.txt	79	157	157	47	3	姚从吾老师收信后，不但写信给我，“提出一千元，送供需用”，并且一天写了三封信给萧启庆，其中说：
009.山居（1961-1962·26到27岁）.txt	82	163	163	96	4	昨日去台大访你，结果听说你已好几天没去了，结果遇着姚老，他又要我去新店“劝”你，我虽然答应了他，但因公路局不帮忙，等了半小时车都不停，一气之下，乃径自凯归复兴岗了，若遇老头，就说我去过了。……
009.山居（1961-1962·26到27岁）.txt	85	169	169	640	6	萧启庆信中提到的“陶老三”，就是陶晋生。陶晋生是陶希圣的儿子，在历史系比我高三班，他和我一起给姚从吾老师做助理，后来留学美国。陶晋生能当上助理，固然由于他本人的程度不错，但是陶希圣过去在北大教书，又是北大毕业生，和姚从吾老师有交情，也有以致之。这时姚从吾老师见我生计困难，认为陶希圣欠他的情，颇想把我介绍到陶希圣主持的“中华民国开国五十年文献编纂委员会”，暂时...
010.文献会（1962-1963·27到28岁）.txt	3	5	5	478	4	1962年2月1日，我去文献会见陶希圣的时候，正是我在《文星》第52期发表《给谈中西文化的人看看病》的同一天。这篇文章里已点名攻击到陶希圣。在这篇文章发表前一个月，我在《文星》第51期发表《播种者胡适》，已先引起各界的重视，这种重视，是从《文星》第49期起发表《老年人和棒子》的一贯延续。姚从吾老师信中嘱咐我“若过于放肆，不但树敌太多，亦恐于工作有妨”；吴相湘...
010.文献会（1962-1963·27到28岁）.txt	4	7	7	276	4	我一去文献会，心中打定主意就是要防被陶希圣拉我。陶希圣对我，果然备极礼遇。那时他正搬了新居，把旧宅留做文献会工作人员宿舍，指定我住他的卧室那一间，可是我一直没去住。他见我不去住，乃在文献会楼上隔出三间房，由我住一间。因为与办公厅在一起，比较单纯，我就从新店迁回台北，住进杭州南路文献会。罗家伦、陶希圣上楼来看我，并且参观我这间卧室，看到墙上我挂的PLAYBOY...
010.文献会（1962-1963·27到28岁）.txt	5	9	9	766	5	蒋君章在《伤逝集》中回忆说：“五十年开国文献的编纂，一方面为纪念中华民国开国五十年；另一方面却含有提供正确的革命建国史料，使研究中国近代史的国际学者，得到中国革命建国的原始资料，作为他们研究参考的根据。这个委员会的发起，是执政党的决策，得到行政院和立法院的支持，其预算初时列在国史馆的预算中，后来改列在教育部的预算中，陶希圣先生担任主任委员，罗志希先生担任副主...
010.文献会（1962-1963·27到28岁）.txt	6	11	11	1310	17	从我进文献会起，我就没听过姚从吾老师的嘱咐，停写“辩难文章”，我给《文星》写文章，一直不断。《文星》第53期（1962年3月1日）上就发表了《胡适先生走进了地狱》《为〈播种者胡适〉翻旧账》；第54期（4月1日）就发表了《我要继续给人看看病》……直到第60期（10月1日）发表《胡秋原的真面目》《澄清对“人身攻击”的误解》等，我的文章，笔锋所指，一直风光与风波不...
