file	paragraph	lines	score	markers	text
005.胡适和三个人.txt	40	79-79	10	问|说|他说|胡适|章太炎	章太炎写这封信的时间约在民国二十三、四年，正是他在苏州主持“章氏国学讲习会”的时候，信中的内容是很明显的在挖苦胡适，他说他章太炎自己的学问，像是“昆山之圃，到处如是璆琳琅玕”，不怕别人偷：可是胡适就不同了，胡适的学问一被人偷，就像鲁国丢掉了“宝玉大弓”，等于失掉了国宝，国宝一失掉，府中就空无所有了。
005.胡适和三个人.txt	44	87-87	10	后来|说|骂|胡适|章太炎	《中国哲学史大纲》是中国的一部最早用新式标点的书，“凡例”中有标点符号的说明，尤为特色。据说胡适在书出版后，曾送了一本给章太炎，上署“太炎先生指谬”，下署“胡适敬赠”，在太炎和胡适四个字右边，各加了一条黑线，表示是人名符号。不料章太炎却弄不清这些，当他看到自己名字旁边多了一条黑线，不禁大骂：“何物胡适！竟敢在我名上，胡抹乱画！”后来当他看到在胡适两个字的右边，也有一条黑线，才消气说：“他的名旁也有一杠，就算互相抵消了吧！”
005.胡适和三个人.txt	88	175-175	10	有一个|说	章炳麟是清代学术史的压阵大将，但他又是一个文学家。他的《国故论衡》《检论》，都是古文学的上等作品。这五十年中著书的人没有一个像他那样精心结构的，不但这五十年，其实我们可以说这两千年中，只有七八部精心结构，可以称做“著作”的书——如《文心雕龙》《史通》《文史通义》等——其余的只是结集、只是语录、只是稿本，但不是著作。章炳麟的《国故论衡》要算是七八部之中的一部了，他的古文学功夫很深，他又是很富于思想与组织力的，故他的著作在内容与形式两方面，都能“成一家言”。
005.胡适和三个人.txt	110	219-219	10	答|说|他说|胡适|蔡元培	蔡元培这些介绍，严格说来，是推荐得有点出入的。例如他说胡适“稟有‘汉学’遗传性”（又在八年3月18号《致〈公言报〉并答林琴南书》里，提到胡适，说他“家世汉学”）等话，都是没有根据的。理由是：一、“汉学”怎么“遗传”法？这当然不是科学的说明；二、绩溪诸胡在学风上，以胡朴斋（匡衷）到胡竹村（培翚）一支为主流，这一支世居绩溪城里，远祖姓胡，跟胡适的一支并无关系，胡适的一支世居绩溪北乡的上庄，远祖却姓李。中外学者不察，多所误会，例如日人诸桥辙次竟说胡适是“胡培翚之子”！杨家骆竟说胡适是“胡培翚之后”！都是不对的。究其原始，恐怕蔡元培的文字要负一些责任。
005.胡适和三个人.txt	154	307-307	10	例子|说|胡适|蔡元培	蔡元培与胡适的立身行事，可说有许多巧妙的配合或不谋而合。例如蔡与胡均为卯年生（属兔），蔡为丁卯、胡为辛卯，同被称为北大“卯字号人物”；又蔡为北大校长，胡为北大教授，后也为北大校长；蔡为中央研究院院长，胡为院士，后也为中央研究院院长；蔡为国语研究会会长（民国六年），胡为会员；蔡为大学院院长（民国十六年），胡为大学委员会议委员；蔡为全国教育会议议长（1928年），胡为列席委员。此外两人又同是中华教育文化基金会董事会的委员，同是大学丛书委员会的委员等。此类例子很多，不必多举。
007.残存日记中的爱国者.txt	139	277-277	10	最后|说|他说|胡适|王世杰	9月7日政府发布的胡适去美国消息，幕后有段曲折。据王世杰回忆：八一三以后，蒋委员长对他说，我们现在国际宣传工作非常重要，想找适之到欧洲和美国走一趟。于是王世杰找胡适，谈了两三晚，胡适却不肯，胡适表示：“战争已经发生，我不愿意在这时候离开南京，我愿意与南京共存亡。”王世杰没法，抬出傅斯年劝驾。最后，傅斯年将胡适说服，胡适同意出国。王世杰说：“胡先生在战争发生前，希望避免战争，战争一发生，他则坚决表示与南京共存亡的决心，这件事是我永远不能忘的。”这段回忆，使我想起艾森豪威尔写丘吉尔，艾森豪威尔说丘吉尔在讨论过程里，总是固执己见，一再提出自己的方案，不肯罢休；可是一旦通过了别人的方案，丘吉尔就全力以赴，一意执行。
009.“千秋万岁名，寂寞身后事”.txt	64	127-127	10	过去|问|说|死|胡适	邪门的是，在胡适先生死后五年，在胡适全集遥遥无期的时候，《胡适选集》的问世，非但没得到胡适先生亲朋好友、门生故旧的感谢，反倒遭到他们的打击。1966年12月13日，胡夫人在国民党《中央日报》首先登出“胡江冬秀启事”，声言：《胡适选集》“是非法的，应立将已印的书销毁！”——由太太出面，要求把自己丈夫的著作销毁，这种行径太离奇了！经过调查的结果，才知道启事来自中央研究院胡适纪念馆。换句话说，是在胡适纪念馆中某些人士的煽动、挑拨与支持下，由胡夫人出面刊登的。这真令人感到很惊异，也很遗憾。胡适纪念馆以偌大的预算与人力，以及有胡适先生自己遗留下来的大量材料的方便，花了五年的岁月，还不能为胡适先生尽一点像样的责任，这已是很说不过去的事了。想不到他们竟然还“不自修而畏人修”，明知胡夫人在法律上已无代表资格，却硬陷胡夫人于尴尬处境之中，公然要求“销毁”她自己丈夫的著作，弄得无以自圆。这种居心与巧计，竟发生在中央研究院机构之中，这真令人不能不表示极大的惊异与遗憾了！
009.“千秋万岁名，寂寞身后事”.txt	91	181-181	10	过去|当年|说|死|胡适	中央研究院的两名院士（陈槃、高去寻），十七年前联名发表谴责《胡适选集》的信的，当年曾经伪善的说：“暂且抛开法律不说，在道德立场上，这种行为必须要加以谴责。”（1966年12月16日国民党《中央日报》）如今，十七年过去了，如果出来《胡适选集》该构成谴责，那么十七年后还出不来胡适全集该不该谴责呢？如果流传胡适思想竟在你们所谓的“道德立场”上站不住，那么胡适死后二十一年的今天，你们不在流传上做任何事，又是哪一种站得住的道德呢？
010.一贯作业搜奇.txt	70	139-139	10	后来|说|死|请|胡适	并且，同一个内政部，早在“1961年4月25日”，曾以“台（50）内著字第57976号”通知“台南大东书局”，说：“查《胡适文存》一书，尚未向本部申请著作物注册！”现在江冬秀竟把《胡适文存》列为九种注册著作物之一，这就与同一个内政部“台（50）内著字第57976号”通知矛盾了！查1928年5月14日的著作权法，第四条明定“著作权归著作人终身有之”，后来修订，相沿不改。胡适死在1962年，他死后，遗嘱把著作物给了台湾大学，台湾大学并没登记，所以内政部纵使“台（50）内著字第57976号”通知中所说有误，与胡适死后著作权消失的时间也接近首尾相连，内政部明知《胡适文存》无案底之可言，却给江冬秀方便，这又怎么说呢？这是内政部蒙混舞弊的第二点。
012.豹死留了什么皮？.txt	49	97-97	10	过去|当年|说|死|胡适	中央研究院的两名院士（陈槃、高去寻），十七年前联名发表谴责《胡适选集》的信的，当年曾经伪善的说：“暂且抛开法律不说，在道德立场上，这种行为必须要加以谴责。”（1966年12月16日国民党《中央日报》）如今，十七年过去了，如果出来《胡适选集》该构成谴责，那么十七年后还出不来胡适全集该不该谴责呢？如果流传胡适思想竟在你们所谓的“道德立场”上站不住，那么胡适死后二十一年的今天，你们不在流传上做任何事，又是哪一种站得住的道德呢？
013.用胡适给傅斯年的一封私信收尾.txt	89	177-177	10	有一个|说	18世纪的英国政治家伯克（Burke）曾说：“若要人爱国，国家需要可爱。”若要全国人拥护国家，国家也需要全国人拥护。现在最奇怪的现状是把党放在国家上面。这样如何能养成“公忠”？国会是代表全国的议会，是一个有形的国家象征，人民参加国会的选举，就是直接对那个高于一切的国家尽义务。现在全国没有一个可以代表整个国家的机关，也没有一个国家可以使人民有参加干预的机会，人民又从何处去报效他的“公忠”呢？
015.为旧账算新账.txt	5	9-9	10	最后|问|说|杀|胡适	1919年间，有件事情对胡适来说可能是不幸的，那就是五四运动。五四运动把胡适所希望的一个单纯的文化运动转变为政治运动，扰乱了他那为中国建立非政治的文化和思想基础的梦想，对这个梦想的达成而言，五四显然是一条岔路。新文化运动本来该是针对辛亥革命、二次革命而做的非政治的革命，当时那些健将们都相信唯有思想革命成功，政治革命才有了真正的保障，才不会一垮再垮。半道杀出的五四运动，对新文化运动当然有“广为流传”的贡献，但它也未尝不是新文化运动的“罪人”，因为它使许多优秀的知识分子都纷纷忍不住了，纷纷忘了他们真正的深远的使命了，他们不怕“任重”但却有点嫌“道远”了。最后，他们终于暴露了狂热的本质，选择了感情的求近功的反应方式，大家都不肯再静下心来研究问题了，大家都跑到十字街头，投身到党派的阵营里，高倡他们的主义去了。
003.胡适之不怕老婆考.txt	21	41-41	9	问|说|笑|胡适	胡适博士笑着说，所谓“三从”就是：太太下令要“服从”，太太上街买东西或是看朋友打麻将要“随从”，太太发错了脾气冤枉了先生要“盲从”。四德是：太太买贵重的东西要舍德（得），太太发脾气要忍德（得）……他一面笑一面停了一会说，还有两德他已记不清楚，如果想要知道，最好去问董显光和霍宝树。他幽默地说，他们都有着会长的资格哩！
004.胡祸呢？还是祸胡？.txt	41	81-81	9	例子	《胡祸丛谈》因为是被我列入“栽赃派”的作品，故从“栽赃”的角度来看它无不贯通。所谓“栽赃”，是以实物嫁祸给无辜者，由于实物俱在，容易被人相信。《胡祸丛谈》中“栽赃”的手法最明显的一件，是关于沈刚伯的例子。
005.胡适和三个人.txt	27	53-53	9	问|说|胡适|陈衡哲	关于这件“疑案”，合理的推测只能及于“大胆的假设”而已。胡适当时虽然留学去美，可是江冬秀已经进了胡家的门，所以胡适的身份已是订过婚的人。从一个已经订过婚的人的立场，来看胡适抗议书的理由，便很耐人寻味了。胡适说他和陈衡哲“从来没有谈到婚姻的问题”，原因竟不提他已经订婚，而是——
005.胡适和三个人.txt	43	85-85	9	问|说|胡适|章太炎	在民国六年的9月里，胡适以一个留美博士的地位，到了国立北京大学。当时的北大的天下，可以说是太炎弟子的天下。北大的教授主力中，大都出身章太炎的门下，像黄侃（季刚）、朱希祖（逷先）、钱夏（季中、玄同）、周树人（豫才、鲁迅）、沈兼士等等，都是太炎的嫡系，并且都可说是东洋派（留日派）。这些教授们的普遍特色，是国学根底都很深厚，在国学的某些专科方面，甚至可说都在胡适之上。一般留美的学人，按说在这种气氛底下，实在应该教些“西洋哲学史”等外国学问，而避免在国学上与东洋派抗衡，可是胡适却不如此，他居然在专家环伺的北京大学里，教起“中国哲学史”来。当然，在那种环境里，胡适跟太炎系的教授们，自然会有分合的场面，例如他跟黄侃就分得很远；跟钱玄同就合得很近，跟周树人就合而又分。胡适对章太炎，由于钱玄同的缘故，起初保持着很大的敬意，据说他读的一些太炎的艰深著作，还得力于钱玄同的指点。胡适在1919年出版《中国哲学史大纲》（中国古代哲学史大纲）的“再版自序”里，曾提到：“我做这部书……对于近人，我最感谢章太炎先生。北京大学的同事里面，钱玄同、朱逷先两位先生对于这部书都曾给我许多帮助。”这些话，都是对太炎师徒们很表示好感的话。
005.胡适和三个人.txt	95	189-189	9	有一次|说|蔡元培	有一次，记得是民国二十三年，我因编纂《安徽通志选举考》，向适之先生借一部《题名碑录》，他从书架上取了下来，翻到光绪十八年壬辰科刘福姚一榜，发现了蔡元培先生在二甲的名字，不觉一惊，告我说：“蔡先生出山真早，他中进士，我才一岁多呢！”
005.胡适和三个人.txt	106	211-211	9	说|他说|请|胡适	第二年，改请胡适之先生来教。“他是一个美国新回来的留学生，如何能到北京大学里来讲中国的东西？”许多同学都这样怀疑，我也未能免俗。他来了，他不管以前的课业，重编讲义，辟头一章是《中国哲学结胎的时代》，用《诗经》做时代的说明，丟开唐虞夏商，经从周宣王以后讲起。这一改把我们一班人充满着三皇五帝的脑筋骤然做一个重大的打击，骇得一堂中舌挢而不能下。许多同学都不以为然：只因班中没有激烈分子，还没有闹风潮。我听了几堂，听出一个道理来了，对同学说：“他虽没有伯弢先生读书多，但在裁断上，是足以自立的。”那时傅孟真先生（斯年）正和我同住在一间屋内，他是最敢放言高论的，从他的言论中常常增加我批评的勇气，我对他说：“胡先生讲得的确不差，他有眼光、有胆量、有断制，确是一个有能力的历史家。他的议论处处合于我的理性，都是我想说而不知道怎么说才好的。你虽不是哲学系，何妨去听一听呢？”他去旁听了，也是满意，从此以后，我们对于适之先生非常信服。
005.胡适和三个人.txt	126	251-251	9	最后|问|说|张伯苓	我们知道蔡先生的为人，知道他这种正谊的决心不是今日才有的，几年前就有了。当1919年三四月间，欧美留学生在清华园开了三天的大会。那时，正当安福部横行无忌的时候，一班西洋留学生稍有天良的，都还想有所努力，所以大会中推举了几个人，组织一个“政治主张起草委员会”，拟了一个很详细的政纲，一条一条的报告出来，都通过了。最后有一位先生——似乎是张伯苓先生——起来问道：“假如政府不睬我们的主张，仍旧这样腐败下去，我们又怎么办呢？”那时大家面面相觑，都没有话了。蔡先生起来说：“将来总有一日实在黑暗得太不像样了，一班稍有人心、稍微自爱的人实在忍无可忍了，只好抛弃各人的官位差使，相率离开北京政府，北京政府也就要倒了。”这句话虽不是正式的议案，却可以表示蔡先生在安福时代的态度。
005.胡适和三个人.txt	137	273-273	9	故事|说|胡适	由于对这种人格的崇敬，甚至使胡适的判断，都趋向直觉的结论，一个故事可说明这个事实，那是民国四十三年一月一号，胡适在《自由中国》十卷一期发表的《追念吴稚晖先生》，文中提到民国十六年国民党清党的时候——
005.胡适和三个人.txt	142	283-283	9	故事	我追记这段故事，是要指出，在二十六年前，吴稚晖、蔡孑民诸先生等一班元老在当时的危险环境里，大胆的出头控诉共产党“亡党卖国”的阴谋，主张“出以非常之处置，护救非常之巨祸”，确是一种重大的道义的力量。这种道义的力量，在我们无党派的自由主义者的心目中，是确曾发生很大影响的。
005.胡适和三个人.txt	156	311-311	9	例子|胡适|蔡元培	其他在书籍的序跋方面，不谋而合的巧事更有很多。王云五《四角号码检字法》一书，有蔡元培的序，也有胡适的序；《清季外交史料》，有蔡元培的序，也有胡适的序；王季同（小徐）《佛法与科学之比较研究》，有蔡元培的序，也有胡适的序；《汪龙庄七札》（陈垣藏），有蔡元培的跋，也有胡适的跋；亚东图书馆、求益书局重印《新青年》，同有两人的题词；《崔东壁遗书》，有蔡元培的题词，胡适的序；《中国新文学大系》，有蔡元培的总序，而这部大系的第一册《建设理论集》，却是胡适编的。诸如此类，也例子很多。
006.《胡适语粹》序目.txt	19	37-37	9	问|说|杀|胡适	一四六、乌托邦；一四七、国家与世界；一四八、民族主义；一四九、国家主义与世界主义；一五〇、国家思想；一五一、国防；一五二、禁书；一五三、专制与建国；一五四、专制与民族国家；一五五、独裁问题；一五六、幼稚园的政治；一五七、武力统一；一五八、训政；一五九、辛亥革命；一六〇、种族革命；一六一、宪政根据；一六二、不可怀疑宪政；一六三、独裁下的新奴隶；一六四、无为政治；一六五、无为史；一六六、三无；一六七、警察权；一六八、急进革命与渐进的改革；一六九、划一与互异；一七〇、民主制度；一七一、自由民主的潮流；一七二、逆流；一七三、政党；一七四、个人主义；一七五、自由主义；一七六、不革命主义；一七七、革命和演进；一七八、革命对象；一七九、革命与武力；一八〇、解决武力；一八一、帝国主义；一八二、以夷制夷；一八三、不列颠的诱惑；一八四、纸老虎；一八五、九国条约；一八六、日本前途；一八七、民族仇恨；一八八、中日亲善；一八九、世界危机；一九〇、共产是理想；一九一、共产主义的错误；一九二、苏联；一九三、国共合作；一九四、洗脑；一九五、共产渗入方法；一九六、盲动；一九七、清算胡适；一九八、“自由中国”的宗旨；一九九、“自由中国”；二〇〇、言论自由；二〇一、搜捕；二〇二、王制论杀；二〇三、我不会错；二〇四、费城会议；二〇五、下马说；二〇六、文治；二〇七、建设；二〇八、盲目的建设与害民建设；二〇九、建设标准；二一〇、考试制度
007.残存日记中的爱国者.txt	43	85-85	9	说|他说|笑|胡适	胡适为人，理智而冷静，温源宁在《文人画像》里描绘：“在他呵呵的笑声中，及他坦白的眼光中，我们看不见他的灵魂深处。他不像志摩，不会有沉痛的悲哀与热狂的情绪。”胡适这种性格，远在他青年留美时候，就定形了。他那时候，就提倡“理智的爱国主义”。日本在1915年，向中国提出二十一条的时候，留美学生就纷纷主战，“对日作战！必要的话，就战至亡国灭种！”胡适忍不住站出来，劝告这些未经深思熟虑的隔海主战派。他说，你们说中国有“百万雄师”，百万雄师在哪儿？中国能战的部队只有十二万，装备还不行，海军只有一条排水量四千三百吨的三级巡洋舰，拿什么同日本打？打仗要讲实力，用只手挽狂澜，算不得勇敢；以卵击石，更不算英雄，若有人真要逞一时之快，把国家带到比利时亡国的覆辙，这种人，不但错爱了国，并且还是中华民族的罪人。
008.从小逆流到大回归.txt	8	15-15	9	答|说|他说|胡适	可是胡适却毫不迟疑的肯定答复：他不承认这种批评是对的，他不承认“少数党专政”、“个人应该牺牲自由”是对的。他说他是学历史的人，他从历史上来看世界文化的趋向，那“民主自由的趋向”才是三四百年来的一个最大的目标和方向。在这个目标和方向之下，出现了“历史上的一件大不幸的事”，那就是革命后的苏联。苏联用阶级斗争的方法，造成了一种既不容忍又反自由的政治制度。这种制度因为在民主自由的趋向里站不住脚，所以只好靠暴力来维持，“结果是三十年很残忍的压迫与消灭反对党，终于从一党的专制走上一个人的专制。”而标榜争取劳农经济利益的苏联，三十年下来，“人民所得的经济利益，还远不如民主国家从自由企业与社会立法得来的经济利益那么多！”不但是苏联，任何反自由、不容忍的制度，在自由民主的潮流下，都是站不住脚的，都是些小逆流：
008.从小逆流到大回归.txt	60	120-120	9	答|说|杀|胡适	胡适放弃了对苏联的希望和对社会主义的信心，这一转变，在现代中国知识分子中，是较早的一个。他这种转变的最鲜明的表示，是在一九四七年秋天到一九四八年春天。当时他的言论似乎并未得到应有的功效，周鲠生在《独立时论》中对他的答复——《我对于国际局势的看法（答胡适之先生）》，只不过是虚晃了几招太极拳，也只不过是“希望苏联对他国也采取容忍的信任的态度，不必总是要猜疑他人，不要把自己的思想强加于他人”。值得注意的是，当时还有一种第三种人的言论，认为“周（鲠生）先生仅是谴责西方民主国家，而对正在扩张势力的苏联不置一辞，而且很轻描淡写的说：‘相信在联合国中间尚没有真正像战前德意志、日本那样好战的侵略势力’，这是抹杀事实的一种说法。胡（适）先生仅是谴责苏联，而对扶植德日法西斯势力的民主国家加以回避，这也是抹杀事实的一种说法”(16)。这种“各打五十板”的中间论调，还被当时国民党《中央周刊》的编辑誉为“能引起吾人广大的共鸣”，“因为他正确地认识了并指出了这一事实的缘故。”我引用这些旧文献，无非是在证明当时思想界的紊乱，在夜色欲去未去之时，更显出那时胡适的言论有点暮鼓晨钟的作用(17)。
009.“千秋万岁名，寂寞身后事”.txt	11	21-21	9	说|他说|请|胡适	胡适先生晚年，很喜欢引用清朝学者李塨（恕谷）的一段话：“交友以自大其身；求士以求此身之不朽。”意思是说，交朋友的目的在造成自己生前的势力；但是寻找知己与接班人的目的却在造成自己身后的势力。胡适先生引用这段话的心意，我想和他个人的遭遇不无关系。胡适先生名满天下，又喜欢交朋友，所以一直活在热闹的气氛里，但是这种车水马龙的热闹，是虚荣的、虚幻的，聪明如胡适先生，不会不知道。所以他在热闹之余，未尝不存“求士”之心。我想，在这种心意里，我是胡适先生特别另眼看待的一位。我在大学生时代，就在《自由中国》杂志发表讨论他的著作的文字，雷震先生特别写信提醒胡适先生，请他注意这位专家。1957年3月1日，胡适先生约我见面，特别向我说：“呵！李先生！连我自己都忘记了、丢光了的著作，你居然都能找得到！你简直比我胡适之还了解胡适之！”我不觉得他说的是奉承话。
009.“千秋万岁名，寂寞身后事”.txt	44	87-87	9	有一个|最后|胡适	这些自以为有权编全集并自认有能力编好全集的人，他们摆出的姿态是垄断的、是有排斥性的。由于他们这些人大都是台湾的“学阀”阶层，所以他们便不愁没有一个所在来表现他们的大权与能力，最后表现的总汇，便是中央研究院的胡适纪念馆。
009.“千秋万岁名，寂寞身后事”.txt	90	179-179	9	过去|骂|死|胡适	如今，十七年过去了！死不瞑目的胡适先生已墓草久宿，大骂“死鬼胡适之呀！”的胡夫人也蒙主宠召；尸居余气的中央研究院一片死寂；告朔饩羊的胡适纪念馆也蛛网成灰。十七年了，十七年的岁月，使《胡适选集》成了历史的陈迹，可是胡适全集的呼声，却在我心头一再响起。那些老太太、那些老头子、那些门生故旧、那些伪善学人，十七年来，他们除了排斥《胡适选集》外，又为胡适全集做了些什么事呢？又为“胡适著作之整个精神”做了些什么功德呢？没有！完全没有！一点也没有！
010.一贯作业搜奇.txt	2	3-3	9	问|说|杀|胡适	我在《“千秋万岁名，寂寞身后事”》一文里，曾经谈到国民党和它同路人为了阻止自由思想的流传，而借刀杀人，由胡适的未亡人出面，要求“销毁”自己丈夫的著作。胡适的未亡人是江冬秀，她在1966年12月25日按铃申告，要求用法律手法解决政治背景的问题。这一国民党和它同路人一贯作业的杰作，我曾简略说明如下：
010.一贯作业搜奇.txt	60	119-119	9	笑话|说|笑	至于所谓证人王志维所说，“属于中央研究院之公产，但著作版权版税部分本来就是属于胡太太的”一怪说，也是法律上的另一笑话。
012.豹死留了什么皮？.txt	41	81-81	9	举例|例子|胡适	像上面这种不忠实、做手脚的例子，其他还多着呢，例如在胡适与雷震关系上、胡适与李敖关系上，他们都不忠实，做了许多手脚。我会陆续举例证明，等着瞧吧！
012.豹死留了什么皮？.txt	48	95-95	9	过去|骂|死|胡适	如今，十七年过去了！死不瞑目的胡适先生已墓草久宿，大骂“死鬼胡适之呀！”的胡夫人也蒙主宠召；尸居余气的中央研究院一片死寂；告朔饩羊的胡适纪念馆也蛛网成灰。十七年了，十七年的岁月，使《胡适选集》成了历史的陈迹，可是胡适全集的呼声，却在我心头一再响起。那些老太太、那些老头子、那些门生故旧、那些伪善学人，十七年来，他们除了排斥《胡适选集》外，又为胡适全集做了些什么事呢？又为“胡适著作之整个精神”做了些什么功德呢？没有！完全没有！一点也没有！
013.用胡适给傅斯年的一封私信收尾.txt	7	13-13	9	问|说|他说|胡适	五四前后，中国似乎已沾染了19世纪以来的“多方性”（multanimity），思想的分歧愈演愈烈。在外表上，虽能保持一种“局促的平衡”（uneasy balance），但是内部的酝酿还是很热烈。九一八事变带给人们一种新刺激，忧国之士个个都急于盘算如何使中国赶紧强起来，正巧当时正是独裁政治最流行的季节，意大利的墨索里尼、德国的希特勒、奥国的陶尔斐斯、苏俄的斯大林，甚至美国推行“新政”的罗斯福，都是时代的宠儿。“新式的独裁政治”弥漫了整个世界，大家都觉得这是最时髦的政治趋向，一些中国的知识分子居然也开始对民主与议会怀疑了，尤其是胡适的几个朋友，像蒋廷黻、钱端升、吴景超、丁文江，这些受过完满的英美教育，“受过民主政治极久的熏陶”的人，竟也纷纷宣言非行独裁制度不可了。胡适早在《独立评论》第一期里，就抨击过这种时尚的政论，他那时就主张：“我们不信‘宪政能救中国’，但我们深信宪政是引中国政治上轨道的一个较好的方法（《宪政问题》）一年半后，蒋廷黻、钱端升、吴景超、丁文江等人的文字大量冲来了，涌起了一片拥护独裁的浪潮。这时候胡适当然忍不住了，他不能让他的信念在左右两派的极权夹击中倒下去，他不得不孤独的抵抗这种浪潮。这个抵抗持续了十五个月，为了“对一般求治过急的人下一种忠告”：“历史的大趋势不能完全取证于十几年的短期事实”，该“把眼光放得远一点”。他说他
013.用胡适给傅斯年的一封私信收尾.txt	10	19-19	9	最后|说|死|胡适	民主二字早在五四时代就叫得满天响，当时最时髦的口号是德先生（民主）与赛先生（科学）。但四十二年后我们重看那些文献，我们会感到他们与我们之间有着不同的语意。对这两个词儿，他们缺乏冷静而深入的理解，而他们气质上的狂热，又恰恰与德先生、赛先生的基本精神不相容，因此他们对民主与科学的“信念”是不能生根的，甚至是错误的：谈科学的人，甚至把唯物辩证法都认做科学；谈民主的人，不去平心静气的做一个阿斗，却整天瞪着眼睛做革别人的命的张飞，“民主”泛滥至此，谈政治的知识分子如何能有所归呢？陈独秀从无限辛酸的经验中，临死前才悟到对民主政治的“最后见解”，与胡适分而又合了。四十年来，能够“一以贯之”的相信他所相信的、宣传他所相信的，而在四十年间，没有迷茫、没有转变、没有“最后见解”的人，除了胡适以外，简直找不到第二个。在这一点上，我们不能不肯定他的稳健与睿智，和他对中国现代民主思想的贡献。我们不得不说，这只好唱“反调”的乌鸦，确实具有远见。而这种远见，就百年大计的建国事业来说，显然是必需的。
013.用胡适给傅斯年的一封私信收尾.txt	16	31-31	9	问|答|说|胡适	蒋廷黻文字发表后七天，胡适就有了反应。1933年12月17日，胡适发表《建国与专制》（《独立评论》第八十一号），表示异议。胡适在文中提出了两个问题：（一）专制是否建国的必要阶段？（二）中国几千年的专制何以不会造成民族国家？关于第（一），胡适的意见是：建国并不一定要靠专制。即如英国的都铎（Tudor）一朝，正是议会政治的抬头时代，又是商业与文艺的发达时代，何尝单靠专制？关于第（二），胡适的答案是：中国自从两汉以来，已形成了一个“民族国家”了。“我们今日所有的建国的资本，还是这两千年遗留下来的这个民族国家的自觉心。”胡适说：
013.用胡适给傅斯年的一封私信收尾.txt	48	95-95	9	最后|问|说|他说	先讨论他的概论世界政治制度趋势的部分。我要向他指出两点。第一，他说“欧战的结局实为民主政治最后一次的凯旋”，他固然可以举俄意土德诸国作例，但历史的大趋势不能完全取证于十几年的短期事实。若把眼光放得远一点，我们也可以说欧战的终局，实在是民主政治进入一个伟大的新发展的开始。这个新发展在数量的方面是民主政治差不多征服了全欧洲：从俄、德、奥、土四个最根深柢固的帝制的颠覆，直到最近西班牙的革命和南斯拉夫专制王亚历山大的被刺，都是这一个大趋势的实例。在质的方面这个新发展的最可注意之点，在于无产阶级的政治权力的骤增与民主政治的社会化的大倾向。前者的表现实例，有苏俄的无产阶级专政，有英国劳工党的两度执政权：这都是大战前很少人敢于想象的事。后者的实例更多了。在19世纪下半叶以来，各国早已感觉18世纪的极端个人主义的民治主义是不够用的了；一切“社会的立法”，都是民主政治社会化的表现。在大战时，国家权力骤增，民族生存的需要使多数个人不能不牺牲向来视为神圣的自由权利。大战之后，这个趋势继续发展，就使许多民治国家呈现社会主义化的现象。至于苏俄的以纯粹社会主义立国，更不用说了。凡能放大眼光观察世变的人，都可以明白十八九世纪的民主革命，和19世纪中叶以后的社会主义运动，并不是两个相反的潮流，乃是一个大运动的两相连贯又相补充的阶段；乃是那个民治运动的两个连续的大阶段。所以我们可以说：欧战以来十几年中，民主政治不但不曾衰颓崩溃，竟是在量方面有了长足的进展，在质的方面也走上了一条更伟大的新发展的路。读史的人若单指出某种形式上的不合英美范型，就认为民主政治的衰颓，这是我们认为大错误的。钱先生文中曾指出苏俄的共产党有二百万人，意大利的法西斯党有四百万人。试问二十年前，苏俄能有二百万人专政吗？意大利能有四百万人专政吗？
013.用胡适给傅斯年的一封私信收尾.txt	135	269-269	9	问|说|杀|胡适	胡适在《中国无独裁的必要与可能》一文中，对汪蒋通电有“姑且不问这种宣言含有多大的诚意”的话；又在《汪蒋通电里提起的自由》此文中，又有“这些具体事项若不能做到，他们的原则就很难教我们信仰了”的话，这些话的语气，在在都表露出他对国民党当权派的通电，是难免信任不足的。其实，这并不是胡适的多疑，尽管汪精卫、蒋介石诸公在通电里在文字上信誓旦旦，但他们希旨承风的手下，在事实上究竟搞的是什么，也大有可议。例如就在通电前三十八天（1934年10月20日），北平《人民评论》第五十七期上，就有《斥胡适之自由思想》一文出现，大言曰：“吾人主张党政一体由党产生党魁以宣布独裁，乃救时之良剂。时至今日，已届非常之变局，急起救亡，唯在领袖独裁之实现。”同一期里，又有《为五全大会代表进一言》一文出现，也大言曰：“国民党第五次全国代表大会行将举行，我人对此早有一根本之建议：即由党产生党魁以宣布独裁，既不必要循训政之故辙，亦不必急于召开空洞无物、徒供军阀政客贪污土劣利用之国民大会。而党务之推动及政治之设施，则于党魁兼摄行政领袖之后，以少壮干部及统制人才为之辅，大刀阔斧，斩除党内之腐恶分子及行政机关之贪污官吏，为党国造一新局面。……”霍霍杀气如此，说国民党一夜之间，凭一纸通电就立地成佛了，如此高速向善，其谁能信乎？
